categorie;service;prestation;eligible_cesu;privée
Décoration;Home staging;Home staging grenier;0;0
Décoration;Home staging;Home staging salle de bain;0;0
Décoration;Home staging;Home staging salon;0;0
Décoration;Montage Restauration Meuble;Conseil en tapisserie;0;0
Décoration;Montage Restauration Meuble;Démontage de meuble;1;0
Décoration;Montage Restauration Meuble;Montage de meuble;1;0
Décoration;Montage Restauration Meuble;Montage de meuble et fixation ;1;1
Décoration;Montage Restauration Meuble;Montage dressing;1;0
Décoration;Montage Restauration Meuble;Rempaillage chaise;1;0
Décoration;Montage Restauration Meuble;Restauration bureau;1;0
Décoration;Montage Restauration Meuble;Restauration chaises;1;0
Décoration;Montage Restauration Meuble;Restauration chevet et petit meuble;1;0
Décoration;Montage Restauration Meuble;Restauration meuble et commode;1;0
Décoration;Montage Restauration Meuble;Restauration table;1;0
Décoration;Montage Restauration Meuble;Restauration vaisselier, buffet;1;0
Décoration;Montage Restauration Meuble;Réparation armoire et penderie;1;0
Décoration;Montage Restauration Meuble;Réparation bureau;1;0
Décoration;Montage Restauration Meuble;Réparation chaise et fauteuil;1;0
Décoration;Montage Restauration Meuble;Réparation chevet et petit meuble;1;0
Décoration;Montage Restauration Meuble;Réparation commode;1;0
Décoration;Montage Restauration Meuble;Réparation table;1;0
Décoration;Montage Restauration Meuble;Réparation vaisselier ou buffet;1;0
Décoration;Montage Restauration Meuble;Tapisserie canapé;0;0
Décoration;Montage Restauration Meuble;Tapisserie chaise;0;0
Décoration;Montage Restauration Meuble;Tapisserie fauteuil;0;0
Décoration;Petits travaux de décoration;Changement d'ampoule;1;0
Décoration;Petits travaux de décoration;Encadrement de tableau;1;0
Décoration;Petits travaux de décoration;Fixation d'étagère;1;0
Décoration;Petits travaux de décoration;Fixation de tableau, cadre et miroir;1;0
Décoration;Petits travaux de décoration;Multiservices;1;1
Décoration;Petits travaux de décoration;Perçage de trou;1;0
Décoration;Petits travaux de décoration;Pose de tringle à rideaux;1;0
Décoration;Petits travaux de décoration;Rebouchage de trou;1;0
Décoration;Petits travaux de décoration;création de vos déco;0;1
Electroménager;Electroménager;Installation congélateur;1;0
Electroménager;Electroménager;Installation four;1;0
Electroménager;Electroménager;Installation hotte;1;0
Electroménager;Electroménager;Installation lave-linge;1;0
Electroménager;Electroménager;Installation lave-vaisselle;1;0
Electroménager;Electroménager;Installation réfrigérateur;1;0
Electroménager;Electroménager;Installation sèche-linge;1;0
Electroménager;Electroménager;Installation sèche-linge;1;0
Electroménager;Electroménager;Réparation congélateur;1;0
Electroménager;Electroménager;Réparation four;1;0
Electroménager;Electroménager;Réparation hotte;1;0
Electroménager;Electroménager;Réparation lave-linge;1;0
Electroménager;Electroménager;Réparation lave-vaisselle;1;0
Electroménager;Electroménager;Réparation micro-onde;1;0
Electroménager;Electroménager;Réparation réfrigérateur;1;0
Electroménager;Electroménager;Réparation sèche-linge;1;0
Evènementiel;Animation;Animateur de soirée;0;0
Evènementiel;Animation;Animateur de soirée;0;0
Evènementiel;Animation;Animateur-animatrice;0;0
Evènementiel;Animation;Animation clown;0;0
Evènementiel;Animation;Animation comédien;0;0
Evènementiel;Animation;Animation comédien;0;0
Evènementiel;Animation;Animation danseur;0;0
Evènementiel;Animation;Animation danseur;0;0
Evènementiel;Animation;Animation humoriste;0;0
Evènementiel;Animation;Animation imitateur;0;0
Evènementiel;Animation;Animation jongleur;0;0
Evènementiel;Animation;Animation jongleur;0;0
Evènementiel;Animation;Animation magicien;0;0
Evènementiel;Animation;Animation magicien;0;0
Evènementiel;Animation;Animation sosie;0;0
Evènementiel;Animation;Maquillage enfant;0;0
Evènementiel;Animation;Pack animation midi et soirée;0;0
Evènementiel;Animation;Sculpteur de ballons;0;0
Evènementiel;Animation;Stripteaser;0;0
Evènementiel;Animation;Stripteaseuse;0;0
Evènementiel;Animation;Théâtre à domicile;0;1
Evènementiel;Cuisinier;Chef privé jusqu'à 15 convives;0;0
Evènementiel;Cuisinier;Cuisine marocaine;0;1
Evènementiel;Cuisinier;Cuisine. Domicile ;0;1
Evènementiel;DJ;Animation DJ : ANNIVERSAIRE, BAPTEME, COMMUNION, ETC....  A partir de;0;1
Evènementiel;DJ;Animation DJ : ASSOCIATION, COMITE DES FETES, ETC....... A partir de;0;1
Evènementiel;DJ;Animation DJ : FETE DE LA MUSIQUE, BAL DU 13 & 14 JUILLET A partir de;0;1
Evènementiel;DJ;Animation DJ : MARIAGE, PACS, ETC..... A partir de;0;1
Evènementiel;DJ;Animation DJ : REVEILLON & JOUR DE L'AN A partir de ;0;1
Evènementiel;DJ;Animation DJ ANNIVERSAIRE, BAPTEME, COMMUNION, ETC....  A partir de;0;1
Evènementiel;DJ;Animation DJ ASSOCIATION, COMITE DES FETES ,ETC..... A Partir de ;0;1
Evènementiel;DJ;Animation DJ FETE DE LA MUSIQUE, BAL DU 13 ET 14 JUILLET A partir de;0;1
Evènementiel;DJ;Animation DJ JOUR DE L'AN, REVEILLON ETC..... A partir de ;0;1
Evènementiel;DJ;Animation DJ MARIAGE, PACS, ETC... A partir de ;0;1
Evènementiel;DJ;Animation DJ sans le matériel A partir de ;0;1
Evènementiel;DJ;Animation DJ seul sans le matériel de sonorisation et jeux de lumières A partir de ;0;1
Evènementiel;DJ;Chanteuse ;0;1
Evènementiel;DJ;DJ d'influence afro-américaine;0;0
Evènementiel;DJ;DJ d'influence afro-américaine;0;0
Evènementiel;DJ;DJ d'influence musique classique;0;0
Evènementiel;DJ;DJ d'influence musique classique;0;0
Evènementiel;DJ;DJ d'influence musique électronique;0;0
Evènementiel;DJ;DJ d'influence musique électronique;0;0
Evènementiel;DJ;DJ d'influence orientale;0;0
Evènementiel;DJ;DJ d'influence orientale;0;0
Evènementiel;DJ;DJ toutes influences musicales;0;0
Evènementiel;DJ;DJ toutes influences musicales;0;0
Evènementiel;DJ;DJ variété française et internationale;0;0
Evènementiel;DJ;DJ variété française et internationale;0;0
Evènementiel;DJ;Dj Animateur - Sonorisation - Éclairage  - Animation;0;1
Evènementiel;DJ;Groupe live et DJ inclus;0;1
Evènementiel;DJ;LOCATION 1;0;1
Evènementiel;DJ;LOCATION 2;0;1
Evènementiel;DJ;LOCATION 3;0;1
Evènementiel;DJ;LOCATION 4;0;1
Evènementiel;DJ;LOCATION 5;0;1
Evènementiel;DJ;LOCATION 6;0;1
Evènementiel;DJ;LOCATION DU MATERIEL DE JEUX DE LUMIERES A partir de ;0;1
Evènementiel;DJ;LOCATION DU MATERIEL DE SONORISATION + JEUX DE LUMIERES A partir de ;0;1
Evènementiel;DJ;LOCATION DU MATERIEL DE SONORISATION A partir de ;0;1
Evènementiel;DJ;Mariages;0;1
Evènementiel;DJ;Soirées privées et Asso;0;1
Evènementiel;Décoration évènementielle;Arches ballons ;0;1
Evènementiel;Décoration évènementielle;Décoration mariage;0;0
Evènementiel;Décoration évènementielle;Décoration soirée;0;0
Evènementiel;Décoration évènementielle;Pliage de serviette;0;0
Evènementiel;Feu d'artifice;Organisation et tir de feu d'artifice;0;0
Evènementiel;Musiciens & groupes;Chanteur;0;1
Evènementiel;Musiciens & groupes;Country Folk;0;1
Evènementiel;Musiciens & groupes;Groupe de Jazz;0;0
Evènementiel;Musiciens & groupes;Groupe de métal;0;0
Evènementiel;Musiciens & groupes;Groupe de rap;0;0
Evènementiel;Musiciens & groupes;Groupe latino ;0;1
Evènementiel;Musiciens & groupes;Groupe musique classique;0;0
Evènementiel;Musiciens & groupes;Groupe musique orientale;0;0
Evènementiel;Musiciens & groupes;Groupe musique pop rock;0;0
Evènementiel;Musiciens & groupes;Musique Amérique du Sud ;0;1
Evènementiel;Musiciens & groupes;Musique Andines ;0;1
Evènementiel;Musiciens & groupes;Soliste guitariste;0;0
Evènementiel;Musiciens & groupes;Soliste pianiste;0;0
Evènementiel;Musiciens & groupes;Soliste saxophoniste;0;0
Evènementiel;Musiciens & groupes;Soliste violoniste;0;0
Evènementiel;Organisation évènementielle;Barnums et Tentes de réception;0;1
Evènementiel;Organisation évènementielle;Création de ballotin dragée;0;0
Evènementiel;Organisation évènementielle;Jeux Gonflables enfants;0;1
Evènementiel;Organisation évènementielle;Mobilier de réception;0;1
Evènementiel;Organisation évènementielle;ORGANISATEUR D'EVENEMENT : TOUT TYPE DE PRESTATION ET D'EVENEMENTS, MARIAGE, ANNIVERSAIRE, ETC... A partir de;0;1
Evènementiel;Organisation évènementielle;Organisation anniversaire adulte;0;0
Evènementiel;Organisation évènementielle;Organisation anniversaire enfant;0;0
Evènementiel;Organisation évènementielle;Organisation baptême;0;0
Evènementiel;Organisation évènementielle;Organisation bar-mitzvah;0;0
Evènementiel;Organisation évènementielle;Organisation enterrement de vie de garçon;0;0
Evènementiel;Organisation évènementielle;Organisation enterrement de vie de jeune fille;0;0
Evènementiel;Organisation évènementielle;Organisation soirée privée;0;0
Evènementiel;Photographie;Autres reportages;0;0
Evènementiel;Photographie;Baptème - Cérémonie + photos de groupe;0;1
Evènementiel;Photographie;Baptême ;0;1
Evènementiel;Photographie;Book photos en shooting couple;0;0
Evènementiel;Photographie;Book photos en shooting famille;0;0
Evènementiel;Photographie;Book photos en shooting solo;0;0
Evènementiel;Photographie;Bébé 6/10 mois;0;1
Evènementiel;Photographie;Concert;0;1
Evènementiel;Photographie;Cours de photo;1;1
Evènementiel;Photographie;Cours de photographie : bases & perfectionnement;1;0
Evènementiel;Photographie;Cours exposition et mode manuel;1;0
Evènementiel;Photographie;Cours profondeur de champ;1;0
Evènementiel;Photographie;Cours vitesse et mouvement;1;0
Evènementiel;Photographie;Culinaire;0;1
Evènementiel;Photographie;EVJF;0;1
Evènementiel;Photographie;Introduction à la photographie;1;0
Evènementiel;Photographie;Mariage - De la mairie jusqu'au vin d'honneur;0;1
Evènementiel;Photographie;Mariage - Préparatifs de la mariée jusqu'au vin d'honneur;0;1
Evènementiel;Photographie;Mariage - Préparatifs des mariés jusqu'à minuit;0;1
Evènementiel;Photographie;Mariage - Préparatifs des mariés jusqu'à minuit + livre photos;0;1
Evènementiel;Photographie;Mariage Cérémonie + Photos de Couple + Groupes;0;1
Evènementiel;Photographie;Mini séance photo à partir de 6 mois;0;1
Evènementiel;Photographie;Monteur photos;0;0
Evènementiel;Photographie;Pack Grossesse + Naissance;0;1
Evènementiel;Photographie;Pack shooting grossesse, naissance et 6 mois;0;0
Evènementiel;Photographie;Photo Culinaire;0;1
Evènementiel;Photographie;Photographe Bapteme ;0;1
Evènementiel;Photographie;Photographe animalier ;0;1
Evènementiel;Photographie;Photographe de grossesse ;0;1
Evènementiel;Photographie;Photographe de mariage ;0;1
Evènementiel;Photographie;Photographe de portrait ;0;1
Evènementiel;Photographie;Photographe immobilier;0;0
Evènementiel;Photographie;Photographe nouveaux ne ;0;1
Evènementiel;Photographie;Photos bien immobilier;0;1
Evènementiel;Photographie;Photos objets pour publicité;0;1
Evènementiel;Photographie;Retouche photos;0;0
Evènementiel;Photographie;Shooting autres portraits;0;0
Evènementiel;Photographie;Shooting cérémonie et soirée;0;0
Evènementiel;Photographie;Shooting d'entreprise;0;0
Evènementiel;Photographie;Shooting grossesse;0;0
Evènementiel;Photographie;Shooting naissance;0;0
Evènementiel;Photographie;Shooting préparatifs et cérémonie;0;0
Evènementiel;Photographie;Shooting préparatifs, cérémonie et soirée;0;0
Evènementiel;Photographie;Smash the cake - Anniversaire 1 an avec le gateau;0;1
Evènementiel;Photographie;Vidéo en Réalité Virtuelle;0;1
Evènementiel;Photographie;Vidéo mariage;0;1
Evènementiel;Photographie;cours de photos;0;1
Evènementiel;Photographie;reportage réunion famille;0;1
Evènementiel;Service en salle;Barman;0;0
Evènementiel;Service en salle;Service en salle midi;0;0
Evènementiel;Service en salle;Service en salle midi et soir;0;0
Evènementiel;Service en salle;Service en salle soir;0;0
Evènementiel;Sommelier;Sélection des vins & conseils;0;0
Evènementiel;Traiteur;Cassoulet traiteur;0;0
Evènementiel;Traiteur;Choucroute traiteur;0;0
Evènementiel;Traiteur;Cochon de lait+accompagnement;0;0
Evènementiel;Traiteur;Couscous traiteur;0;0
Evènementiel;Traiteur;Cuisse de bœuf+accompagnement;0;0
Evènementiel;Traiteur;Cuissot de veau+accompagnement;0;0
Evènementiel;Traiteur;Decouverte de la cuisine ivoirienne;0;1
Evènementiel;Traiteur;Jambon à l'os+accompagnement;0;0
Evènementiel;Traiteur;Méchoui+accompagnement;0;0
Evènementiel;Traiteur;Paella traiteur;0;0
Evènementiel;Traiteur;Tartiflette traiteur;0;0
Evènementiel;Traiteur;biscuits ;0;1
Evènementiel;Video;Caméraman;0;0
Evènementiel;Video;Cours de réalisation/techniques de l'image/montage;1;1
Evènementiel;Video;Monteur vidéo;0;0
Evènementiel;Video;Photographe;0;1
Evènementiel;Video;Vidéaste;0;1
Evènementiel;Voyage;Guide touristique local;0;0
Evènementiel;Voyage;Organisation séjour Afrique;0;0
Evènementiel;Voyage;Organisation séjour Amérique du Sud;0;0
Evènementiel;Voyage;Organisation séjour Asie;0;0
Evènementiel;Voyage;Organisation séjour Europe;0;0
Evènementiel;Voyage;Organisation séjour Europe de l'Est;0;0
Evènementiel;Voyage;Organisation séjour France;0;0
Evènementiel;Voyage;Organisation séjour USA / Canada;0;0
Evènementiel;Voyage;Voyage d'étude;0;1
High tech;Cours d'informatique;Apprentissage Aftereffect;1;0
High tech;Cours d'informatique;Apprentissage Akai;1;0
High tech;Cours d'informatique;Apprentissage Autocad;1;0
High tech;Cours d'informatique;Apprentissage C#;1;0
High tech;Cours d'informatique;Apprentissage C++;1;0
High tech;Cours d'informatique;Apprentissage C.;1;0
High tech;Cours d'informatique;Apprentissage Excel;1;0
High tech;Cours d'informatique;Apprentissage Fl Studio;1;0
High tech;Cours d'informatique;Apprentissage GarageBand;1;0
High tech;Cours d'informatique;Apprentissage Google Doc/Slide/Sheet/Form;1;1
High tech;Cours d'informatique;Apprentissage Illustrator;1;0
High tech;Cours d'informatique;Apprentissage Imovie;1;0
High tech;Cours d'informatique;Apprentissage Indesign;1;0
High tech;Cours d'informatique;Apprentissage Internet;1;0
High tech;Cours d'informatique;Apprentissage Java;1;0
High tech;Cours d'informatique;Apprentissage Linux (Debian);1;1
High tech;Cours d'informatique;Apprentissage Logic Pro X;1;0
High tech;Cours d'informatique;Apprentissage Objective-C;1;0
High tech;Cours d'informatique;Apprentissage Outlook;1;0
High tech;Cours d'informatique;Apprentissage PHP;1;0
High tech;Cours d'informatique;Apprentissage Powerpoint;1;0
High tech;Cours d'informatique;Apprentissage Première;1;0
High tech;Cours d'informatique;Apprentissage Python;1;0
High tech;Cours d'informatique;Apprentissage Ruby;1;0
High tech;Cours d'informatique;Apprentissage Virtual DJ;1;0
High tech;Cours d'informatique;Apprentissage Windows;1;0
High tech;Cours d'informatique;Apprentissage Word;1;0
High tech;Cours d'informatique;Programmation Web (Javascript, HTML, CSS);1;1
High tech;Cours d'informatique;Utilisation générale;1;1
High tech;Cours d'informatique;choisir son matériel;1;1
High tech;Cours d'informatique;dépannage et assistance fibre optique optique;1;1
High tech;Informatique;Aide à la pratique de l'informatique;1;0
High tech;Informatique;Formation Photoshop / Lightroom;1;1
High tech;Informatique;Instalation connection maintenance;1;1
High tech;Informatique;Installation antivirus;1;0
High tech;Informatique;Installation boitier CPL;1;0
High tech;Informatique;Installation d'un ordinateur;1;0
High tech;Informatique;Installation imprimante;1;0
High tech;Informatique;Mise en Wifi ordinateur, téléphone et imprimante;1;0
High tech;Informatique;Nettoyage ordinateur (virus etc.);1;0
High tech;Informatique;Prise en main ordinateur;1;0
High tech;Informatique;Prise en main à distance pour résolution de problème informatique;1;1
High tech;Informatique;Récupération des données disque dur;1;0
High tech;Informatique;Réinstallation d'un ordinateur;1;0
High tech;Informatique;Réparation disque dur;1;0
High tech;Informatique;Réparation ventilateur;1;0
High tech;Informatique;Utilisation Chromecast et installation;1;0
High tech;Informatique;support Excel;1;1
High tech;Internet;Installation d'une box internet;1;0
High tech;Internet;Problème de connexion internet;1;0
High tech;Matériel High tech;Réparation Hi-Fi;1;0
